slewrate_pos,dc_gain,ugf,phase_margin,cmrr
28660348.642183326,311.431469535631,26034833.66257184,38.67685900358552,2391.850321487548
12319969.850776063,44.35387731875737,2718859.645644442,115.32743303345346,16262.259982449788
26449366.800433494,15.354197501228448,1257097.2961788643,98.93114717883736,3270.405214972336
10138187.166812615,62.81341682563868,2346199.118795971,91.98322833883716,9865.782496461165
34519090.5781112,27.395149600093355,10285958.240798203,74.10100658892875,25344.984887125825
38317544.4768218,35.64599600006213,18966486.98779616,63.99496004988984,4044.335670285221
15662105.983444326,71.92821800341916,7482703.644319144,78.24017885927024,20508.31111469797
11712965.555853397,23.49714070875556,894434.1415505054,80.2119579114919,4747.663819405128
6729591.761447878,13.376479604550994,516872.1298351602,102.8925514498497,1323.206264953664
17218439.496205922,12.893105001012795,1039691.1795379516,98.9626477328762,10514.753693348512
1571040.1117657116,5.795632881540612,246155.0077900648,104.92311476395672,3.657948611343294
6409396.457914104,24.92867721564976,731826.3168401561,77.3731238135984,10669.649037876205
23739239.582180128,36.68220050620763,11148252.941207742,95.232288153321,2214.819184138491
22607581.887518845,29.124446800578976,5518807.35521779,92.90993176432734,15831.546751440545
36155307.60513724,18.67918940046918,5007400.619850819,128.8785640019393,832.3233703428857
8176502.356945127,6.608821580412194,602862.2431248643,91.77849309776292,886.8748073442832
9268738.859370796,45.58023270300238,3930148.3857950703,70.4435771242039,152737.48592156786
10687995.119692773,276.1480591353944,4393410.834470718,21.14836100974304,36506.26309971124
20442892.246086627,91.53315600795985,11954699.40623479,87.77462105503098,2068285.160093654
9772893.010140449,17.513943401195572,1593188.1198037113,72.66958460050463,7908.825059574459
22159926.5249538,374.1741166081937,14880744.258766651,81.42982359640195,35531.96108039188
10833541.4321741,36.76213790679477,1944754.5127765497,77.73385024983081,10933.00441012201
20724049.63781362,30.675283500940075,3947052.629029614,89.0134285829268,3641.0221354196274
3966748.327996628,4.009902080099759,565749.3016315595,100.99644701231564,50.41311427449155
31628985.30298542,34.789898000427456,8336710.220752469,89.58834424958546,4547.707443532185
15501763.452237004,81.61807841873562,4793126.360317703,65.84885585084373,17379.21200873485
20975205.95290013,13.620207204444638,539738.2854006318,91.71514549024016,5582.553807602791
20202843.83922516,72.24269231106089,9277096.82792883,76.19917845018074,9253.823029798225
29645354.80204582,77.57874530657406,18444243.742718644,74.22447890778184,41402.98847564235
441507.4343340052,2.1336478600064805,812231.5968902035,111.70801970701132,2.0276741622455097
33820680.3346416,33.21653700056589,6038982.39799243,71.77383524997573,9351.11049172008
15997915.102348205,164.63432401768884,14759583.33250645,60.53266028695936,117930.45732963804
14425016.157486636,40.0175547252967,1952378.080814316,122.79939407334628,11397.203846527887
22142704.352030948,7.682101670207129,1047707.3788559143,96.48203994180056,3784.2687674059375
19790907.174821537,40055.214309053736,25000863.45422293,1.8919432502196685,61894.99689302792
8558541.455847027,12.700088000200068,2291738.45228708,82.32385284910914,1741.0922886384565
14548598.595130635,4.206233880160497,762023.3097733553,54.519144392685945,5722.997702834213
17161045.152242843,21.78788420399557,1225597.44370831,108.65999342746984,4109.427407897515
63975607.55064458,181.22007501868237,37271468.48533089,19.23919112541381,22919.92047709724
3042278.580998653,12.424681800824535,1092537.766182929,91.55834634924084,1.0680132642691442
14145829.836147798,24.35729310039841,4206812.786301278,60.22756180101162,9815.268685951529
41563597.76536316,738.8064108419824,38336639.92972391,35.664473997389166,132455.77391959916
34065863.94647075,79.0287113034786,11282179.682119371,70.52720637277665,6643.797848693084
8206264.043889566,149.06287504577116,5964448.398882507,81.43446734892004,84180.48765577673
44335969.52861954,23.857595900632845,5566669.057672662,127.19556837815672,456.0726989027332
22857093.12762294,271.95407100645855,25076526.12682934,35.336013954848084,35385.800932709935
23192279.96035324,18.41020910007389,6832481.9266597135,89.53756041365007,3104.53897140594
31691119.137078863,299.3507750024319,20030766.480750035,10.665788506359888,1879027.1218750717
53878463.186599165,53.26290500190326,28346209.305658296,106.92414297613908,4992.642113225701
4148647.9863068834,3.342251930041045,779189.7064671739,83.19340436874579,271.45041336751547
3556886.5537533057,12.942214700097947,3901362.612774292,114.25158675522516,184.7696963005116
14819319.79046064,101.85987802108694,5054303.788489751,64.84072169145023,20760.826873463036
9995390.301273188,26.67872180541852,1436344.2722088248,105.7446410285994,13426.139299217904
15065151.583341643,23.567011905100525,1180963.7763497138,82.78786760956432,4832.448335509807
29688000.12342629,1376.544034445309,34225910.55784186,28.81131219180395,41377.72630858482
23067649.07702325,63.88408600500763,10142859.89397869,38.661091833356494,7636.167737502369
6827646.542742782,60.7987893107288,3417755.7292122934,62.366718780879,30783.300893798856
25007129.07904281,34.20074640676204,1871769.9103230557,109.86281916565464,2064.530595457988
48750114.24984307,14.90118950070694,2744277.191112776,134.14826210814954,590.7490736223895
13682224.107616916,442.4877461831275,14296814.9710448,61.72546146196079,236440.5601695568
23263611.777150936,27.477795200554525,4405078.09586611,86.81800418659473,6434.620005229212
36367997.3990587,107.96109503821096,23815235.3614043,59.28690291522726,60502.54279088991
22072571.61676563,101.03486300112078,14347747.572942529,30.44340259444661,214188.5786113844
32498752.241208967,27.40313280666324,1739032.0874567877,120.48836232149908,2282.689796157854
23038946.22394627,346.4805941391861,20983559.88876418,39.91403436074026,24184.904827409315
12775117.789020035,149.01887106190387,5474799.173830173,69.57916421677616,116370.36627108378
40551046.835443005,14.782743201879793,1189944.5650315448,125.12204332367014,2103.871703383077
22821073.991784733,235.20898701600368,20689743.22300453,43.96881405136247,289227.2787558676
15903390.376459371,16.954130101266177,1513884.5057053636,66.95131632765617,5665.751121214576
21356573.769862205,17.7236353024299,1087263.7167770504,90.9361134903064,3546.440622452527
18799822.976634197,217.03848408030927,9902361.99250758,73.12348702821711,145213.65693440646
46206044.34619505,190.09068700155944,26659717.743030533,17.913177950820966,15430.828840874596
25377495.325136352,75.51060860576872,10577989.590073882,67.62180371167815,9233.181280373528
42090042.77012712,12.11467570003866,5017801.12494738,66.39373844148497,5542.835967932607
8083714.592637463,3.6762481700964,490289.0566272342,106.03147390442072,42.01909582608314
20240088.07096906,370.4490530345341,17641185.55354381,12.796226392552995,34487.80512548991
52947132.95819941,26258.31535161495,47808943.15593519,4.931337408235407,41597.66827900367
23749513.89874614,5.024626490065896,1161794.981865539,72.6908565767518,1895.087148048802
17666394.71944603,13623.93830461345,19533542.36500124,4.116426539823124,29977.972923846468
38534834.69165984,251.8237302520683,32276983.442281503,41.07433650464938,71790.14961196527
12881406.575997472,26.400464202258323,2076454.75454272,96.13807467398486,4167.326864311023
8137373.202623485,24.627025002625263,1719287.341205655,82.39830825645029,3739.244706049381
35147747.238840275,294.8672863366197,20338770.60612149,25.2858553831349,30871.7624685996
65384387.04496786,60.92390960704091,23320822.045552235,54.78596718731987,13408.317001862932
19847437.49193041,355.43074820644745,18600541.8841453,27.90529105709942,197928.29516921067
16128019.003025796,81.46654700405067,7774795.022919259,60.01723034552262,25606.13380540788
18623492.69345608,502.1775741041982,8096324.006820088,16.34246129922937,34275.41545143973
17151378.319624096,23.622718702858226,1637323.9242465082,63.94985305944769,16051.92497488611
23750424.93459451,127.54459101921732,12921268.664961085,74.93457759931425,6300.6550866366815
34993553.83580078,99.58569241381848,23189036.797851227,65.40447728880876,7247.232904695708
22475580.146621756,6.688163730111904,1157195.6681043585,99.78686519393482,297.5909748286266
21938808.115275502,19.19174440037069,3313330.471196075,57.50278624650059,8385.181537668303
2867376.384417439,9.121723350723247,775398.7822727878,76.44860673598093,768.649886883483
9740592.973462,80.72489721325293,4380640.044171129,65.03126768842469,44637.07360215271
23698612.235630147,50.04130020059279,9815895.833097754,47.22300880428023,3110.0433007542674
14693455.9283997,54.54885670268081,4852218.408826045,38.12245503479272,29197.43918744608
14439443.107584791,37.33725260908362,1874074.9035644263,94.44881530930704,5197.037379175164
50060669.91112993,419.2719512241951,67463574.2323464,39.0692728822321,354568.4992976138
