slewrate_pos,dc_gain,ugf,phase_margin,cmrr
4632387.5786276525,43.156192400536916,8704747.59724748,84.21627517329343,3088.825140178642
4275136.442455269,52.60577350114737,7969066.726419295,89.91118734271826,1942.8531779235348
8386308.136498554,65.47212490048383,17038373.257051427,82.83557868609172,1935.0636135555148
5813552.118239938,57.722778001216376,8907474.555602815,84.13498994171484,2986.9403626520348
2501684.8212724435,35.824209601500804,3917813.7156082583,88.27230498778202,6472.095253920776
7352523.592020879,22.564367000037475,12428240.889864579,89.88117973025787,17433.07845809533
2203319.5852630264,63.225843908905766,3796296.6189594697,87.60283394718913,2265.328236711918
6505596.266774888,38.62277250027597,10194806.825763145,87.10749516904173,762.0356949595869
2380169.2749277255,53.93053410347807,4748328.376376271,82.88423630193618,1290.1493672606678
6294692.6416717805,55.182005800547955,12139631.498173775,81.13406287482933,1253.6340595367174
4370491.6531092115,78.01821110306655,8830771.06613772,82.49836389968395,4879.207940319131
4493657.0382446395,58.0957859012093,9041643.616659375,84.97742304749794,795.5290043291088
4562246.287334153,25.842371000143334,7804346.864691321,89.37047112674091,3401.1571788659676
6618549.98240827,46.61801040031235,12667745.220608262,82.95338759025026,1985.5766651516055
2290674.224134275,55.86003210454815,4435137.787357489,89.45930655732857,1768.3875924925803
3960206.088816179,43.57912670115633,6034573.040706342,90.556525533029,140.0545105410717
6429682.688866805,61.285241900758614,12255293.732399823,83.94675740015015,1856.8853950949242
6009299.92046972,66.27145470127152,10826178.128855305,87.12119449654134,11288.404474096866
7657025.720733012,18.632361300021472,12335862.95407785,89.23350822418008,2994.901316970173
5229366.77159994,17.24833140004499,7624353.039591649,89.94233737483503,11863.541048578909
2430727.331522979,52.622550703395206,4695462.16573607,85.79112698799938,4772.540275596786
4479104.0860724915,53.9911109009647,8687045.450495457,79.10839793564388,430.8388271929612
4902995.547270551,21.152048800079754,7744463.297931101,91.38915145285574,12178.815336686665
6147276.840917799,56.6446052005653,12443012.88421597,81.35021297686698,1153.2554172739478
6391404.158978474,44.12745720033444,11404126.863033595,84.94969784903732,1931.0636672156531
4397990.565937327,57.09114480129818,8387397.269362304,81.77322116930786,4224.606025938029
3660992.6287700552,39.28524950011619,16191187.261314142,87.99067680298292,112.5415825100209
4468780.848290694,48.831813300933064,7902082.586091137,86.15182094873917,6765.9362783454035
5360238.157593211,16.608980800039976,7632456.461341983,90.66117837514241,10533.000765632578
4375564.685752764,56.73566090114755,8846292.793873876,80.09665374987073,1690.15952436848
4220794.523617528,70.3860500033941,7244904.418786692,87.19899422538916,3916.367180010328
6823145.451038713,19.03268080003426,10051683.799498957,90.2774552712372,11977.221358630686
5789843.460265009,16.675400500032048,8593347.060443213,90.98044531131009,525.3214076527778
4310831.076053871,66.98056280187171,9064387.643781492,86.10364740829918,1843.489039153789
6310530.57998436,61.5792110007602,12433126.895210367,85.92726000471288,3995.73918637219
8738955.998361832,42.61094720016338,15388570.62892285,86.56328236003418,568.243470344353
4070773.5116954725,70.15802800240449,8268446.660462999,79.42748774759471,1472.8121233066488
8190829.713011856,22.1593185000375,12138298.724088967,90.97136375497954,4983.253327456926
4371239.846315268,58.17158710135872,8463557.61656851,82.23611580552661,1903.751259049649
4462211.997076408,56.23546200117036,8728902.238805138,84.00450748086311,1425.7921200243513
2423609.4586079735,38.5062902013243,4678402.908136996,86.46136281459391,752.7586237544145
2252376.9871142097,29.72214530146019,3021339.672436486,89.54696750703587,1822.5869179759927
4336022.68104376,67.11711560275144,7477796.555930413,87.73255654475737,5946.589918737988
9458048.005467769,21.301076700019372,15812337.207312848,89.55647535623059,2203.299291840858
6622521.959547429,12.930710200017113,7938293.218159145,92.50271948034224,1049.4497188481253
4391806.860024969,50.76548280111646,7700319.876622254,87.9467290250358,6182.078208928226
4302630.058467564,71.07110990263328,8223010.048009631,84.43224396553644,1753.2239540735045
6260106.912335633,56.743998400557345,12207442.158342494,78.71433164509925,458.13996620611243
2714266.949568509,21.47274380022652,4723976.0972766075,91.347665552104,400.92921523108447
6489934.0365404505,55.20484070054466,12450322.096028762,85.42426647359454,3436.690111574711
8190525.9238920715,71.77420080069494,16212894.62003218,81.59738328417065,2577.916536407819
6084861.505798836,66.17896070089246,12232237.889617566,78.2295914662761,1115.1520597766025
4147324.333133237,36.00376250050213,6904901.421829715,89.96184298658453,1133.8059394422028
6231175.432499514,46.03884600042416,10805231.23487668,85.15544293999416,2864.7805324925152
6436557.659088019,56.41669440060647,12009913.965089373,82.12078024313485,1363.052953724609
6062289.799044509,60.12502900094406,10616884.659561345,81.39016898211463,2424.6618601513883
4487119.84721204,52.946889801024284,8428727.17499144,82.79797352304954,1338.5353969412356
6084188.289098563,60.64831560088546,11368263.89549207,88.54075849366734,7419.930770481871
6667072.602376792,33.16838780010568,13257413.750595387,89.65783450960483,626.3667622047092
6942261.351368009,23.41407540004784,11722396.411795206,90.5830448389339,5634.305345783449
6405575.844929382,60.75080660070459,12373634.66530411,79.94809960781703,2438.020479648493
7889429.764309539,16.42459910001821,11159989.868402494,91.35041726564492,674.1266120096055
4493473.069462034,58.77119840147307,8306654.029060599,85.48940196348016,2103.1828296614567
4219568.281155661,71.34387870245699,8443795.504426083,79.92053262087812,1718.3445084923544
7862058.183642313,62.999210100762156,12636083.173234425,83.41500309590435,5112.912669457807
7956760.6390343355,12.709688600011082,9682390.290269868,92.2607558909225,950.1132415408395
2338811.5090290024,48.205208102879844,4450687.772420548,87.36788095535022,413.79619529682003
7939908.733659657,18.123997500019343,12442712.494208677,89.31523227159396,2000.3423676884731
6380844.020277528,80.32025900170552,12348025.976128953,82.30630338854975,26233.283616228982
2170848.2651542244,73.97395611031912,4458145.479838291,83.0529318891101,1478.3602994746802
6301187.7676530825,65.75880470119517,10945055.593188211,85.46842963723333,1555.8781905938404
6707929.597388018,47.741446500345674,12539767.841219189,88.33402767584084,625.8483498342351
4352859.543390419,56.20098060120854,8676152.796754364,86.77697055571966,2418.865879642876
4512531.074552851,43.02762540051382,8859343.728423348,83.2321629276327,1744.247197746052
4799107.189494819,59.2149760024828,6355909.393291472,83.49947587608236,2462.358891770637
5437932.179820664,19.13745130004926,8567233.259621002,87.5121200458297,8884.253349808616
8337568.463712776,68.22090580065299,15553900.585636785,84.83472258773264,58931.47180682276
3855324.268690635,81.78715910775162,5969261.32663747,85.84770522271397,3388.238360752896
8124866.182500714,75.1377887009376,15087438.402457982,83.84741094772946,18275.13474181422
7482155.0365242185,60.46958160076898,11919817.059218502,82.67528587620012,2138.0099086795094
8469384.483297743,21.228693600031345,12394597.044506766,91.44722809506315,4032.941924720907
5925089.508503235,62.65899670134314,9578734.603427589,85.29564239663718,1981.3266672277966
4286458.984366722,71.7880988023998,8659287.57518952,79.78235431784026,1656.6202531827673
5963617.592113911,65.85331570128318,10115410.287270298,79.73525517207067,1338.1994896093938
4297973.960120619,61.12899390146111,8917336.399741242,85.25216412055988,1303.8891428018517
5322930.990857112,18.106086400043957,8311884.600700363,87.85759401120035,46561.26850888746
2141846.1502346634,50.2209454108932,2428376.4472845597,90.36696093589946,1885.1319225520074
7759662.57425554,46.82934900038055,11735081.00509161,88.43298831103438,2051.9840070034807
4377356.370279363,69.35857720225118,8697816.624522401,86.8140118365805,18560.76087102954
8644910.731083442,55.22318770028052,17432171.256383546,85.3530690125456,10751.431115358666
7887808.024553762,61.553378000754094,12373811.901808532,85.28562263174999,1757.9012144031303
4484867.751295937,52.889644200944915,8967189.403233679,85.63263662313548,2539.4104303313334
4102339.196328225,30.405717000632205,4753711.448266121,88.84707284672274,3714.0022612456223
2285727.167344106,47.02434880293236,4253445.075920358,89.33463416990162,1375.848959846064
8040723.7453001235,61.43277660063245,13391703.929041611,81.9932653146247,6518.408862210882
6278512.348699035,79.28571260161144,12438863.13994082,84.36189549129125,3658.9910265702583
6663268.914963946,48.421816100347826,12799670.978196135,88.26211425940333,681.0696021425865
2378384.317437391,38.50690890133919,4654286.623170979,86.38759069711696,687.845798533268
6581325.598536499,46.86628110040661,11353387.88828299,85.78382498186983,17523.91508578728
4372499.585719286,61.58721290166635,8369222.992882133,83.66976019843428,4779.244948591884
2378379.693991842,53.91269550362577,4658912.714964767,83.60786336933442,1540.727364137086
3868882.943264177,37.5552466008774,5557627.058578654,88.52191531751058,2653.3682890559553
8158348.6501356065,64.35740680064875,14264141.522438357,82.1041057327371,2257.84860050106
